unit,cycle,RUL_true,RUL_pred
11,1,58.0,54.154789255344745
11,1,58.0,53.447838026236994
11,1,58.0,52.80685985350001
11,1,58.0,52.41568663474625
11,1,58.0,53.01855803355586
11,1,58.0,52.18701512312308
11,1,58.0,53.03685292730893
11,1,58.0,52.65705425566202
11,1,58.0,50.946229471116354
11,1,58.0,49.59870451429233
11,1,58.0,50.16120114783691
11,1,58.0,50.55758034560643
11,1,58.0,51.906977299915965
11,1,58.0,53.6475505495922
11,1,58.0,53.92685605974961
11,1,58.0,52.53696140818002
11,1,58.0,47.571213922668896
11,1,58.0,50.250827016594855
11,1,58.0,49.04523036820208
11,1,58.0,49.897017619346315
11,1,58.0,47.52673800105691
11,1,58.0,48.62809509520642
11,1,58.0,48.41271210678393
11,1,58.0,52.17512677672511
11,1,58.0,52.3303411235869
11,1,58.0,52.20715108328609
11,1,58.0,51.8972646941704
11,1,58.0,52.373554752584624
11,1,58.0,52.02927945831951
11,1,58.0,53.0628063784975
11,1,58.0,54.023629281868075
11,1,58.0,59.927345529726615
11,1,58.0,54.69823104419493
11,1,58.0,53.94162623446364
11,1,58.0,55.228957904974436
11,1,58.0,53.264452820146694
11,1,58.0,56.87779114135446
11,1,58.0,61.64874062161323
11,1,58.0,52.81658015238995
11,1,58.0,53.91851350566387
11,1,58.0,54.58688488501937
11,1,58.0,54.45543329390985
11,1,58.0,55.67828511176835
11,1,58.0,52.33334140949467
11,1,58.0,52.31318739429629
11,1,58.0,52.876721922006865
11,1,58.0,51.06902477539721
11,1,58.0,50.78760647968355
11,1,58.0,50.35785106913754
11,1,58.0,52.80283258743478
11,1,58.0,49.12695510967978
11,1,58.0,48.61211768483542
11,1,58.0,47.65731651595347
11,1,58.0,47.240870782239156
11,1,58.0,50.46860212695073
11,1,58.0,59.29571355587142
11,2,57.0,50.14634925768181
11,2,57.0,46.89164398407457
11,2,57.0,59.650941335360415
11,2,57.0,57.90095055897159
11,2,57.0,57.34692398182036
11,2,57.0,58.321856354534575
11,2,57.0,62.8459485302654
11,2,57.0,63.008479626115026
11,2,57.0,61.35765285600618
11,2,57.0,60.72374285953933
11,2,57.0,60.62980071074409
11,2,57.0,62.79195333098877
11,2,57.0,63.73305527249667
11,2,57.0,62.138594297889355
11,2,57.0,59.79048283981783
11,2,57.0,60.92806534620138
11,2,57.0,60.661439241118394
11,2,57.0,61.880220552908526
11,2,57.0,61.32324280082122
11,2,57.0,57.3938559789497
11,2,57.0,58.85797216428479
11,2,57.0,55.482545063756874
11,2,57.0,58.88222868704357
11,2,57.0,58.34007387761788
11,2,57.0,58.67919396950805
11,2,57.0,58.15750634958928
11,2,57.0,57.838527472581184
11,2,57.0,59.09789650838798
11,2,57.0,61.68195834785645
11,2,57.0,62.61957278844817
11,2,57.0,64.25648889459457
11,2,57.0,61.44514586118565
11,2,57.0,60.61849671805529
11,2,57.0,60.93365364312299
11,2,57.0,62.681952964020724
11,2,57.0,60.687343068750565
11,2,57.0,61.20556981101304
11,2,57.0,62.34705321776408
11,2,57.0,63.373722801971695
11,2,57.0,62.22996740940819
11,2,57.0,62.78253777773225
11,2,57.0,64.6091143784432
11,2,57.0,63.7474615920344
11,2,57.0,63.19969881776923
11,2,57.0,63.0602135421515
11,2,57.0,62.955459471403216
11,2,57.0,62.500378688759724
11,2,57.0,61.458624906253
11,2,57.0,61.41818239048773
11,2,57.0,63.62560703028272
11,2,57.0,63.88412526097786
11,2,57.0,62.88556745966513
11,2,57.0,57.67194673783371
11,2,57.0,59.200286959021746
11,2,57.0,61.19096455020079
11,2,57.0,64.4916518039294
11,2,57.0,62.8060306404415
11,2,57.0,62.92648885518141
11,2,57.0,63.00865142554466
11,2,57.0,63.22804863167679
11,2,57.0,64.11731928707525
11,2,57.0,63.82199653196092
11,2,57.0,63.92733125227733
11,2,57.0,61.387470372155136
11,2,57.0,61.9414652661014
11,2,57.0,63.97720962010131
11,2,57.0,65.02363283013146
11,2,57.0,63.91906578924958
11,2,57.0,62.80479020274815
11,2,57.0,59.3489405876492
11,2,57.0,58.728434083884196
11,2,57.0,65.17774352680175
11,2,57.0,58.92708029974082
11,2,57.0,60.855580292666595
11,2,57.0,60.133802910970914
11,2,57.0,58.08232623421277
11,2,57.0,57.728729125462294
11,2,57.0,60.264212044896254
11,2,57.0,58.43226838744134
11,2,57.0,56.272830942351504
11,2,57.0,60.03169980928618
11,2,57.0,61.270768861526555
11,2,57.0,59.46308828533165
11,2,57.0,57.36637857390215
11,2,57.0,57.177075671865246
11,2,57.0,58.66674320871613
11,2,57.0,56.96251402001808
11,2,57.0,58.6801915958036
11,3,56.0,58.8240098687071
11,3,56.0,58.34035867734088
11,3,56.0,55.62610325723297
11,3,56.0,52.22689691072544
11,3,56.0,57.31432788368748
11,3,56.0,54.20304471366321
11,3,56.0,52.13037296641619
11,3,56.0,48.8677986987313
11,3,56.0,50.0093480924824
11,3,56.0,52.431900892929036
11,3,56.0,52.38513983528076
11,3,56.0,48.360127832417064
11,3,56.0,49.78346401161523
11,3,56.0,46.90284587020953
11,3,56.0,45.50328848195611
11,3,56.0,46.64423512962412
11,3,56.0,47.3634229672341
11,3,56.0,48.118888252665634
11,3,56.0,53.27269610667627
11,3,56.0,51.73783240723277
11,3,56.0,51.1122957739386
11,3,56.0,50.42029125516929
11,3,56.0,49.67001006507721
11,3,56.0,55.56219771961361
11,3,56.0,55.65543097930464
11,3,56.0,48.959639173995114
11,3,56.0,41.65769808653444
11,3,56.0,40.57930628501738
11,3,56.0,33.938771915982564
11,3,56.0,49.33383976676667
11,3,56.0,40.996138095516905
11,3,56.0,36.02759327041436
11,3,56.0,32.83226908387973
11,3,56.0,45.456242921656106
11,3,56.0,47.44513153875657
11,3,56.0,49.71509576863758
11,3,56.0,48.314827523407615
11,3,56.0,47.97031251602023
