unit,cycle,RUL_true,RUL_pred
11,1,58.0,58.955308822631316
11,1,58.0,56.44436183338887
11,1,58.0,54.678061906651024
11,1,58.0,53.381533609497424
11,1,58.0,53.90256355070949
11,1,58.0,53.53181592427059
11,1,58.0,53.226342021419796
11,1,58.0,51.820823302446115
11,1,58.0,50.129434373604155
11,1,58.0,49.37931037811265
11,1,58.0,49.540409364383095
11,1,58.0,49.21562602348128
11,1,58.0,49.45452978176489
11,1,58.0,50.956438576377295
11,1,58.0,51.819940886889654
11,1,58.0,51.12680054186309
11,1,58.0,44.617605636567035
11,1,58.0,47.65378321646937
11,1,58.0,48.78953930443111
11,1,58.0,49.30262309920617
11,1,58.0,48.75522456918835
11,1,58.0,47.748232574596805
11,1,58.0,46.967307493535294
11,1,58.0,54.18550321126582
11,1,58.0,55.40930581065251
11,1,58.0,55.73198275170865
11,1,58.0,55.37150319270863
11,1,58.0,55.91027905791356
11,1,58.0,55.409925684563774
11,1,58.0,55.92230744065654
11,1,58.0,56.22426765347713
11,1,58.0,52.711077728557804
11,1,58.0,55.3692399775143
11,1,58.0,53.011535815333175
11,1,58.0,53.325947178380744
11,1,58.0,54.451785816223136
11,1,58.0,55.14949251417573
11,1,58.0,56.250820689810524
11,1,58.0,49.93329034323736
11,1,58.0,49.05587002299905
11,1,58.0,51.52601257756196
11,1,58.0,54.27022757107227
11,1,58.0,52.88244996391714
11,1,58.0,51.50656997341747
11,1,58.0,50.48431308172924
11,1,58.0,50.61033230577742
11,1,58.0,50.07217200442172
11,1,58.0,49.27317521940098
11,1,58.0,48.35494478369888
11,1,58.0,49.579754668635196
11,1,58.0,49.39414967639322
11,1,58.0,46.73346490775795
11,1,58.0,50.19710298957166
11,1,58.0,48.64953440584431
11,1,58.0,54.259544569754915
11,1,58.0,56.57268422895377
11,2,57.0,54.4917751277455
11,2,57.0,53.14420449037721
11,2,57.0,59.49751098671753
11,2,57.0,58.31046690076133
11,2,57.0,58.827612235119666
11,2,57.0,58.744402915770806
11,2,57.0,61.26402099480393
11,2,57.0,61.18407981317976
11,2,57.0,61.096311450481174
11,2,57.0,60.719991440003504
11,2,57.0,60.47570546169959
11,2,57.0,60.973629950964565
11,2,57.0,60.84050765551577
11,2,57.0,60.84056128614531
11,2,57.0,61.15850458676468
11,2,57.0,61.02379294182496
11,2,57.0,59.26716465666898
11,2,57.0,59.93134096166915
11,2,57.0,60.13579919324451
11,2,57.0,60.28677188528669
11,2,57.0,61.09201733794537
11,2,57.0,60.08931903892311
11,2,57.0,60.67437122943996
11,2,57.0,61.55175921329047
11,2,57.0,61.74116935543351
11,2,57.0,60.67302040318693
11,2,57.0,59.52718064410497
11,2,57.0,61.49931387966936
11,2,57.0,61.36481196482133
11,2,57.0,60.94068984249507
11,2,57.0,61.68849339464656
11,2,57.0,60.45319269224927
11,2,57.0,59.634654644147375
11,2,57.0,60.88866285237325
11,2,57.0,61.84854430265725
11,2,57.0,60.21884005794144
11,2,57.0,59.9081830575198
11,2,57.0,61.41195740001652
11,2,57.0,62.93014731022192
11,2,57.0,63.24214712692232
11,2,57.0,63.81840535926021
11,2,57.0,62.628866050954855
11,2,57.0,62.74166654972618
11,2,57.0,63.00884364158006
11,2,57.0,62.33258357456185
11,2,57.0,61.65274818446315
11,2,57.0,61.077063357339895
11,2,57.0,61.01035210770417
11,2,57.0,60.71436046401399
11,2,57.0,63.260034246056534
11,2,57.0,64.08169711537604
11,2,57.0,63.16735790526735
11,2,57.0,63.58480485240959
11,2,57.0,65.44383762187046
11,2,57.0,65.08717067532011
11,2,57.0,65.32668446273605
11,2,57.0,64.52753770840883
11,2,57.0,63.95901308206243
11,2,57.0,63.39225503116597
11,2,57.0,62.82057561660441
11,2,57.0,62.175450454421394
11,2,57.0,62.00953325746196
11,2,57.0,61.375988408355134
11,2,57.0,61.26621670116942
11,2,57.0,61.665657196879344
11,2,57.0,62.1578616550882
11,2,57.0,62.5301796479142
11,2,57.0,62.05357851670514
11,2,57.0,62.831638219775385
11,2,57.0,65.57503947389964
11,2,57.0,55.161417350952696
11,2,57.0,62.5314645159912
11,2,57.0,60.244844303965756
11,2,57.0,59.58616445586488
11,2,57.0,58.157560693005856
11,2,57.0,54.420256490068
11,2,57.0,56.16870140368424
11,2,57.0,56.560870686571604
11,2,57.0,56.82187203885897
11,2,57.0,57.774768866396116
11,2,57.0,56.61850793819074
11,2,57.0,57.38742974589067
11,2,57.0,56.178187758791886
11,2,57.0,57.19737333976596
11,2,57.0,55.687708804048064
11,2,57.0,56.28008085525675
11,2,57.0,55.88852332913582
11,2,57.0,54.419759477941454
11,3,56.0,52.2424297278727
11,3,56.0,54.06262931092771
11,3,56.0,52.88563165422004
11,3,56.0,50.53119975910448
11,3,56.0,54.04087499883646
11,3,56.0,53.428986965709
11,3,56.0,50.021474147662076
11,3,56.0,50.407344070014
11,3,56.0,50.44779137990844
11,3,56.0,49.54564438469494
11,3,56.0,48.395979868507574
11,3,56.0,46.35562932297191
11,3,56.0,48.91395836776534
11,3,56.0,49.177079181519936
11,3,56.0,46.77224163295739
11,3,56.0,47.958732835096484
11,3,56.0,47.146573752975996
11,3,56.0,47.36056730876369
11,3,56.0,52.00690938864926
11,3,56.0,47.336900656897626
11,3,56.0,48.467826937997216
11,3,56.0,47.87355907221903
11,3,56.0,49.26678913303773
11,3,56.0,49.951063912524916
11,3,56.0,51.80619948173655
11,3,56.0,46.32302893913089
11,3,56.0,46.00003863134235
11,3,56.0,37.18420808357344
11,3,56.0,36.90164250961734
11,3,56.0,41.43932713936867
11,3,56.0,43.642973745825074
11,3,56.0,28.253328175283997
11,3,56.0,24.146612188639736
11,3,56.0,46.69542980469433
11,3,56.0,47.5001403186551
11,3,56.0,47.695159142796285
11,3,56.0,47.435897629818776
11,3,56.0,45.38099331132773
11,3,56.0,47.20175631370631
11,3,56.0,55.47912546307652
11,3,56.0,52.151732592237465
11,3,56.0,52.339352156061366
11,3,56.0,52.021446055499126
11,3,56.0,54.49933714359763
11,3,56.0,53.25228258861459
11,3,56.0,42.15082680365835
11,3,56.0,47.179876779062965
11,3,56.0,43.1981115395736
11,3,56.0,40.76498337307253
11,4,55.0,50.875990156059004
11,4,55.0,45.2715842179434
11,4,55.0,41.495297401488784
11,4,55.0,47.558527099202465
11,4,55.0,50.55270172559711
11,4,55.0,49.67777899730575
11,4,55.0,52.679422361930634
11,4,55.0,54.04921771358545
11,4,55.0,53.512082723777304
11,4,55.0,52.55721228439366
11,4,55.0,52.47934128179494
11,4,55.0,53.03181356650174
11,4,55.0,54.22851519929194
11,4,55.0,56.411399435811845
11,4,55.0,57.56960125230611
11,4,55.0,57.799529804186804
11,4,55.0,58.49420756949259
11,4,55.0,60.11801857125015
11,4,55.0,61.64634933677586
11,4,55.0,61.674814032854485
11,4,55.0,60.554049269029704
11,4,55.0,58.54562762596874
11,4,55.0,60.46092065881357
11,4,55.0,60.90282768287338
11,4,55.0,59.36868199089663
11,4,55.0,58.86773509439593
11,4,55.0,58.96604688521926
11,4,55.0,58.92763622570247
11,4,55.0,58.61291016234967
11,4,55.0,59.15924230604793
11,4,55.0,58.553123710243526
11,4,55.0,58.65598961052253
11,4,55.0,59.10650693929692
11,4,55.0,58.812375023725636
11,4,55.0,58.69298712444049
11,4,55.0,58.311485505270895
11,4,55.0,58.40150906026039
11,4,55.0,59.01812404861723
11,4,55.0,56.338756140842214
11,4,55.0,57.806686101001716
11,4,55.0,57.72033157773631
11,4,55.0,57.63962766244627
11,4,55.0,58.16098706309025
11,4,55.0,58.3004930535464
11,4,55.0,58.26251566882069
11,4,55.0,59.404149921224914
11,4,55.0,59.12224318447547
11,4,55.0,59.12233112510573
11,4,55.0,57.70029698861832
11,4,55.0,56.7223883801877
11,4,55.0,57.33970811186414
11,4,55.0,0.0
11,4,55.0,44.43408299150794
