unit,cycle,RUL_true,RUL_pred
11,1,58.0,0.0
11,1,58.0,0.0
11,1,58.0,0.0
11,1,58.0,0.0
11,1,58.0,0.0
11,1,58.0,58.16541427747079
11,1,58.0,59.47654055984272
11,1,58.0,60.478689893392946
11,1,58.0,60.42093598752139
11,1,58.0,61.060138588029616
11,1,58.0,60.57502103751338
11,1,58.0,60.124970117026905
11,1,58.0,59.543938125257206
11,1,58.0,58.91253822346653
11,1,58.0,58.17091532051171
11,1,58.0,55.69050340560429
11,1,58.0,57.97519696346958
11,1,58.0,56.858251575485845
11,1,58.0,55.23429395054312
11,1,58.0,54.92468629869394
11,1,58.0,54.053716037701676
11,1,58.0,54.80232175950701
11,1,58.0,51.64526308501277
11,1,58.0,49.848948073583415
11,1,58.0,51.85588372834007
11,1,58.0,51.153802927776674
11,1,58.0,51.62142713003409
11,1,58.0,50.28964274260871
11,1,58.0,48.8043907923587
11,1,58.0,52.274003971967694
11,1,58.0,50.76599631879132
11,1,58.0,48.85064166653559
11,1,58.0,62.30345075530933
11,1,58.0,54.239770751028615
11,1,58.0,55.25974635858063
11,1,58.0,59.22618157077181
11,1,58.0,57.16065488578367
11,1,58.0,61.54167870826842
11,1,58.0,53.61663099401676
11,1,58.0,50.14595554256348
11,1,58.0,46.372172786774925
11,1,58.0,44.9734246813795
11,1,58.0,52.18733137486457
11,1,58.0,57.90020039942354
11,1,58.0,56.1705449047512
11,1,58.0,59.927934244514475
11,1,58.0,59.20381680984701
11,1,58.0,57.61325148159902
11,1,58.0,60.07015796074357
11,1,58.0,62.80435939586127
11,1,58.0,59.53831035903904
11,1,58.0,61.26138506005045
11,1,58.0,53.561462495428486
11,1,58.0,55.24656808003088
11,1,58.0,51.68089741332954
11,1,58.0,54.747485629671615
11,2,57.0,63.97799169348249
11,2,57.0,61.9736213772738
11,2,57.0,55.45117800806258
11,2,57.0,57.25704874137648
11,2,57.0,59.68946967337156
11,2,57.0,65.7226060593216
11,2,57.0,59.85939324748636
11,2,57.0,59.06611117925691
11,2,57.0,61.47411547926771
