unit,cycle,RUL_true,RUL_pred
11,1,58.0,47.30637588704149
11,2,57.0,55.19224813626601
11,3,56.0,48.45022740527825
11,4,55.0,46.45314932648827
11,5,54.0,49.91846579081435
11,6,53.0,49.44608585698302
11,7,52.0,43.87337060214877
11,8,51.0,49.17637036572982
11,9,50.0,47.09403048634198
11,10,49.0,57.551070471503216
11,11,48.0,47.984652155437935
11,12,47.0,54.8919174992404
11,13,46.0,54.219809819557256
11,14,45.0,52.80549368015431
11,15,44.0,53.887556949084974
11,16,43.0,42.12063807894935
11,17,42.0,46.0366522923746
11,18,41.0,55.117063304045914
11,19,40.0,57.896574132115475
11,20,39.0,54.92495835572342
11,21,38.0,43.0058700144063
11,22,37.0,41.04783823978072
11,23,36.0,39.39631952796363
11,24,35.0,48.72829733091855
11,25,34.0,36.755225551396094
11,26,33.0,35.73875171845125
11,27,32.0,35.46794002603059
11,28,31.0,37.56099297005781
11,29,30.0,42.92915226144866
11,30,29.0,32.23873534602928
11,31,28.0,30.811146043742497
11,32,27.0,31.65517774737989
11,33,26.0,31.079295478689716
11,34,25.0,30.474385852070004
11,35,24.0,31.316164586051798
11,36,23.0,26.584389249400836
11,37,22.0,29.932616199453758
11,38,21.0,24.58682336586977
11,39,20.0,35.98146861273479
11,40,19.0,26.245529424834416
11,41,18.0,24.470421750142183
11,42,17.0,24.63024297300387
11,43,16.0,20.974743164317317
11,44,15.0,19.85979853522827
11,45,14.0,21.268464567758606
11,46,13.0,15.980829285573256
11,47,12.0,17.76944977042391
11,48,11.0,15.119763966584777
11,49,10.0,11.991629939990972
11,50,9.0,13.620211723438832
11,51,8.0,8.029194835035838
11,52,7.0,12.044546683763237
11,53,6.0,7.131529030638099
11,54,5.0,1.6784647650545423
11,55,4.0,2.4025545717220567
11,56,3.0,-1.4416540965651308
11,57,2.0,4.02798481997171
11,58,1.0,-7.792995082952398
11,59,0.0,-0.1348716421580214
14,1,75.0,40.39041424492798
14,2,74.0,34.44794146372518
14,3,73.0,38.81847771555014
14,4,72.0,44.371222531561855
14,5,71.0,44.151376144210616
14,6,70.0,50.065817870419174
14,7,69.0,44.914295435126526
14,8,68.0,40.68044810883957
14,9,67.0,37.228222985213975
14,10,66.0,36.80442630071125
14,11,65.0,0.0
14,12,64.0,42.180531600749966
14,13,63.0,41.78387962827456
14,14,62.0,44.61451381904319
14,15,61.0,41.462326470397336
14,16,60.0,32.44796033339313
14,17,59.0,40.06589973495711
14,18,58.0,44.33804897974889
14,19,57.0,36.254318456045276
14,20,56.0,43.45040841527526
14,21,55.0,36.0133945375378
14,22,54.0,36.66559765371286
14,23,53.0,45.645712848029795
14,24,52.0,37.47701477327098
14,25,51.0,36.281461524977466
14,26,50.0,34.965817596683195
14,27,49.0,36.587015413824666
14,28,48.0,40.20799698196467
14,29,47.0,35.727642016681834
14,30,46.0,29.421932533931756
14,31,45.0,39.53699521364376
14,32,44.0,37.59510527649622
14,33,43.0,28.745819524886823
14,34,42.0,31.36534211617458
14,35,41.0,35.04902165861004
14,36,40.0,34.83673159820292
14,37,39.0,35.45315141639515
14,38,38.0,34.40551063427639
14,39,37.0,35.089460391238816
14,40,36.0,38.55430163431896
14,41,35.0,34.3780123593792
14,42,34.0,28.42611030599579
14,43,33.0,31.652612254201472
14,44,32.0,28.070867178012225
14,45,31.0,29.566609936217002
14,46,30.0,23.854399578935023
14,47,29.0,28.530746074844753
14,48,28.0,23.19037706531602
14,49,27.0,25.542485945393175
14,50,26.0,33.94940176280124
14,51,25.0,32.941062433851805
14,52,24.0,35.4853238944506
14,53,23.0,22.67843177891189
14,54,22.0,27.980352121085737
14,55,21.0,21.838344778252242
14,56,20.0,28.198299500702873
14,57,19.0,21.25407262465589
14,58,18.0,23.776400242817726
14,59,17.0,22.266207231504303
14,60,16.0,20.304433027768464
14,61,15.0,25.407425015008354
14,62,14.0,19.49623187914625
14,63,13.0,17.017390124675547
14,64,12.0,18.162086470735453
14,65,11.0,16.865552014977474
14,66,10.0,12.912391048309873
14,67,9.0,15.206129034970946
14,68,8.0,8.116941797280969
14,69,7.0,11.73501451219452
14,70,6.0,9.070618964384641
14,71,5.0,7.453216376922352
14,72,4.0,5.441883471703541
14,73,3.0,3.5308099226892757
14,74,2.0,-3.537411337100476
14,75,1.0,-8.532633848183252
14,76,0.0,-5.685071635520998
15,1,66.0,55.13502095737924
15,2,65.0,58.10169253465689
15,3,64.0,49.095362284885795
15,4,63.0,53.18400586095886
15,5,62.0,37.64039830902674
15,6,61.0,44.02354266604176
15,7,60.0,74.5678317822656
15,8,59.0,51.85741949154359
15,9,58.0,49.060106016317405
15,10,57.0,43.93242289226362
15,11,56.0,43.93706437633516
15,12,55.0,55.08796380017548
15,13,54.0,60.594124544849336
15,14,53.0,56.79351500303508
15,15,52.0,43.3864675316665
15,16,51.0,42.7223552844584
15,17,50.0,55.886770251797614
15,18,49.0,43.62852880937781
15,19,48.0,41.12332571114595
15,20,47.0,44.58721173732128
15,21,46.0,50.95848678259446
15,22,45.0,56.33087867984511
15,23,44.0,50.629204771547975
15,24,43.0,39.87433329046327
15,25,42.0,53.5227059466039
15,26,41.0,36.11626525090934
15,27,40.0,40.078720431262866
15,28,39.0,34.965775439324105
15,29,38.0,43.19918828170686
15,30,37.0,34.824830751616474
15,31,36.0,31.96737269838843
15,32,35.0,39.82455225642061
15,33,34.0,39.90038975913443
15,34,33.0,37.970112530288915
15,35,32.0,39.02087878299041
15,36,31.0,33.63837415001842
15,37,30.0,28.74241651994539
15,38,29.0,41.69041166873018
15,39,28.0,27.45505338301003
15,40,27.0,25.325951505472695
15,41,26.0,28.056655848344576
15,42,25.0,27.548668309183547
15,43,24.0,24.708432008269156
15,44,23.0,27.218693404864254
15,45,22.0,24.70746534410264
15,46,21.0,26.870637924807852
15,47,20.0,22.281295532051267
15,48,19.0,24.88552446458042
15,49,18.0,22.884812223055484
15,50,17.0,20.01034491955717
15,51,16.0,16.359168324662946
15,52,15.0,19.994194410113575
15,53,14.0,18.708962881765377
15,54,13.0,16.379207141219897
15,55,12.0,19.852930992401838
15,56,11.0,15.247716319747664
15,57,10.0,12.13465661020868
15,58,9.0,0.0
15,59,8.0,9.914984964338014
15,60,7.0,9.339647681019438
15,61,6.0,5.816530432806676
15,62,5.0,5.33708730463977
15,63,4.0,6.547488596030544
15,64,3.0,5.632771143089833
15,65,2.0,-0.7945393761990829
15,66,1.0,-6.088489880519148
15,67,0.0,-10.435414276572196
